Unnamed: 0,cleaned,classes
,বইলেন না আবার এখন করোনা তাই নেটের এই অবস্থা ঢাহা মিচা কথা টাক্কু আংকেল ঢাহা মিচা কথাযতদিন ধরে জিপি ইউস করি এইরমি দেখতে আছি,disgust
,রোববার সকাল থেকেই ঢাকার বাতাস ছিল অত্যন্ত অস্বাস্থ্যকর বিশ্বের বায়ুমান পর্যবেক্ষণকারী আন্তর্জাতিক প্রতিষ্ঠান এয়ার ভিজ্যুয়ালের তথ্য অনুযায়ী আজ রাত পৌনে আটটার দিকে বিশ্বের দূষিত বায়ুর শহরের তালিকায় ঢাকার অবস্থান ছিল দ্বিতীয়,fear
,সুখী দম্পতি একটি বছর অতিক্রম করে ফেললো চিত্রগল্পের পক্ষ থেকে আবারো অভিনন্দন,joy
,খেলাপি ঋণ হ্রাসসহ ব্যাংকিং খাত সংস্কারে অর্থ মন্ত্রণালয় থেকে ক্র্যাশ প্রোগ্রাম নেয়া হচ্ছে এর আওতায় সংশ্লিষ্ট বিভিন্ন আইনের সংস্কার করা হবে সংস্কারের আগে সুনির্দিষ্ট সুপারিশ পেতে আগামী মাসে একটি জাতীয় সেমিনারের আয়োজন করবে অর্থ বিভাগ,joy
,ভয়পুলিশেরউকিলেরডাক্তারেরডাকাতেরগেজেটেরবাজেটেরযেখানেই আমাকে স্মরণ করিবে ভয়,fear
,এমন বাপ হইলে আগে এক চোট পিটাইয়া কইতাম এইডা হইলো জ্ঞানের কাজ সালা ভাদ্দাইম্মা জ্ঞান চুদাস বউ বাচ্চার জীনব শেষ কইরালাইছস,anger
,বিশেষ চাহিদাসম্পন্ন নাগরিকদের জন্য স্থাপনা ও গণপরিবহন তৈরি প্রতিটি মহল্লায় পয়োনিষ্কাশন–ব্যবস্থা উন্নয়ন ও জলাবদ্ধতা নিরসনে সেন্সরের মাধ্যমে জলাবদ্ধতার স্থান চিহ্নিত করে সমাধানের ব্যবস্থা এবং নগরীর ব্যস্ততম এলাকায় বহুতল ও আন্ডারগ্রাউন্ড পার্কিং কমপ্লেক্স নির্মাণের পরিকল্পনার কথাও জানান আতিকুল ইসলাম,joy
,ফুল ব্যবসায়ীদের সংগঠন বাংলাদেশ ফ্লাওয়ার্স সোসাইটির বিএফএস সভাপতি আবদুর রহিম জানিয়েছেন এ বছর ভালোবাসা দিবসে গোলাপের চাহিদা অন্তত ৫০ লাখ,surprise
,মজুরি কম হওয়ার কারণে শ্রমিকেরা স্বতঃস্ফূর্তভাবে ওভারটাইম করে থাকেন অবশ্য দিনের বড় একটা সময় কাজ করার কারণে ৩৫৪০ বছর বয়সের মধ্যেই তাঁরা শিল্পের জন্য অকেজো হয়ে যাচ্ছেন,fear
,রাজশাহীতে বড় ভাইয়ের লাঠির আঘাতে ছোট ভাইয়ের মৃত্যু হয়েছে নিহত ব্যক্তির নাম আশরাফুল ইসলাম ৩৫ এ ঘটনায় বড় ভাই নূর আলমকে ৪২ গ্রেপ্তার করেছে পুলিশ,sadness
,পলিথিন ঢেউটিন তৈরি করেছেন পাট দিয়ে বিজ্ঞানী ড মোবারক আহ্​মদ খানের আবিষ্কৃত পাটের প্লাস্টিক থেকে তৈরি সোনালি ব্যাগ ঢাকা আন্তর্জাতিক বাণিজ্য মেলায় সাড়া ফেলেছে পাট থেকে পচনশীল প্লাস্টিকের নানা ব্যবহারিক পণ্য প্রাকৃতিক প্রিজারভেটিভ—অনেক আবিষ্কার অনেক গবেষণা এই রসায়নবিদ ও পরমাণুবিজ্ঞানীর,surprise
,আশ্চর্য সেই কবে পত্রিকায় পড়েছিলাম প্রথমবার পড়ার পর থেকে ভুলতে পারি নাই সংলাপ  যে কী হইতে পারে,surprise
,উনি একজন মেডিসিন কোম্পানির বলার পরেও ব্যাপক পিটিয়েছেন এটা পরিষ্কার অন্যায় আর হ্যা দালালি করতে এসো না,disgust
,যৌবনে আমরা প্রচুর ঝগড়া করবো ঝগড়া করে প্রায় রাতেই না খেয়ে ঘুমাবো বিছানার দুই দিকে দুজনে মুখ করে শুয়ে থাকবো কেউ কারও দিকে তাকাবো না কথাও বলবো না ,sadness
,ওয়াও এত সাবলীল ভাবে কথা খুব কম মানুষই পারে,surprise
,গানটা মানে জানে সবাই কিন্তু মানে কয়জন,disgust
,কি অসাধারণ গান  লিরিক্স কালার কম্বিনেশন ভিডিওগ্রাফি পুরায় মাথানষ্ট মামা,joy
,বন্ধু ইমরানের চৌদ্দ্যগুষ্টি উদ্ধার করতে লাগলাম বার বার ঘড়ি দেখতে ছিলাম সেকেন্ডের কাটা গুলি যেন ঘন্টার কাঠা হয়ে গেল সময় কাটতে চাইছিল না,disgust
,বিস্মিত আমি কিছুটা ঘাবড়ে গেলাম মেহজাবিন এর আচরনে এতরাতে একটি মেয়ে কি কওে অচেনা এক পুরুষের জন্য গাড়ি নিয়ে ষ্টেশনে আসে,surprise
,আমার মেজাজ খারাপ হয় রুনার এই ইঙ্গিতপূর্ণ কথা অপমানজনক,disgust
,কিরে ভাই মানুষ উসুত খেয়ে পারছেন এইটা দেখলেন ছোট ছোট বাচ্চারা যে স্কুলে যায় এ রাস্তা দিয়ে হাইও মিষ্টির দোকানের বিপরীত পাশে রাস্তা থেকে শুরু খাস্তগীর স্কুল পর্যন্ত রাস্তা যে ভাঙ্গা অবস্থা শৈবাল দাদা কি জানে না কিংবা দেখেন না একটা রিক্সা যদি এক্সিডেন্ট হয় এর দাইকি শৈবাল দাদার উপর বর তাইনা আমারপ্রশ্ন,anger
,বাংলাদেশের মানুষদের মধ্যে একটা আইডেন্টিটি ক্রাইসিসে ভুগার মেন্টালিটি আছেযে যে পেশায় না ঠিক অন্য পেশার মানুষকে গালি দিতে এক সেকেন্ডও সময় নেয়না,disgust
,এদিকে রাতের বেলা আলেকজান্ডার খবর পেলেন পার্সিয়ানদের রাজাদের রাজার তাঁবু পাওয়া গিয়েছে শুধু সোনা রূপা কিংবা বিলাসদ্রব্যই নয় দারিউস পিছনে ফেলে রেখে গিয়েছে তার স্ত্রী স্তাতেইরা মা সিসিগ্যাম্বিস আর নিজের ছেলেকেও,surprise
,নাটক দেখার মুড নষ্ট করে দেয় এরা  কেন লাস্ট এ এটা না করলে ই তো হতো ,disgust
,এখন যে ফালতু ছবি করে এগুলো কি হলে যা দেখা যায়নি আগের মতন ছবি আর বাংলাদেশ হবে না এখন বেশিরভাগ ছবি খোলামেলা,disgust
,আসলে ভাইয়া এই আয়োজনটা যে হয়েছিল এটাই তো অনেকে জানেননা আমি নিজেও তাদের মধ্যে একজন,surprise
,আধুনিক বাংলা গানে অবদানের স্বীকৃতি হিসেবে চ্যানেল আই মিউজিক অ্যাওয়ার্ডে সম্মানিত হচ্ছেন রফিকুল আলম একই আসরে গণসংগীতে অবদানের জন্য সম্মানিত হবেন ফকির আলমগীর,joy
,খুব সুন্দর গান মনের  প্রতিটি কোন ছুয়ে যায়,joy
,বেয়াদব এদের জন্যই ত আজ পৃথিবীর এই দশা তামাশা বন্ধ কর ,anger
,খুব সিনেমা দেখতে ভালোবাসতেন ক্লাস শেষে মানসীমাসি আর নিজের জন্যে টিকিট কেটে হলে গিয়ে ছবি দেখতেন তারপর ফিরে এসে সেই ছবির গানগুলি গাইতেন মনের আনন্দে ,joy
, সচেতনতার অভাব এবং মানুষের অনাগ্রহের কারণে অঙ্গ প্রতিস্থাপনের প্রক্রিয়াটি ফলপ্রসূ হয়ে ওঠেনি তবে মুজিব শতবর্ষ উপলক্ষে এবার এই উদ্যোগ নেওয়া হবে বলে জানিয়েছেন বিশেষজ্ঞ চিকিৎসকেরা,joy
,শেষ চারের লড়াইয়ে নিউজিল্যান্ডকে হারিয়ে প্রথমবারের মতো ফাইনাল নিশ্চিত করেই লক্ষ্য ছিল একটাই—শিরোপা বাংলাদেশের ক্রিকেটের নতুন এক প্রজন্ম লক্ষ্যটাকে নিজেদের করে নিয়ে উজ্জ্বল ভবিষ্যতের কথাটা জানিয়ে দিল দারুণভাবেই,surprise
,ভেতরে ভেতরে আমি অবাক হয়ে গেলাম মেয়েটা হড়বড় করে এত কথা বলছে কেন তা ছাড়া আমি ভয় পেয়েছি তা ও বুঝল কীভাবে,surprise
,ভদ্রতা কাহাকে বলে ওনাকে দেখলে বা অনুসরণ করলে দেখা যায় প্রিয় মানুষ গুলির মাঝে একজন তাহসান ভাই ,joy
,এটারে ভাইরাস ইঞ্জেকশন দিয়ে ঢুকাই দেয়া উচিত মজা টের পাবে,anger
,বিশেষত বিড়ালের প্রতি তার তীব্র ঘৃণা ছিলো তার জন্য এ বাড়ির আসেপাশে ও বিড়াল আসতে পারতো না,disgust
,ভারতের বর্ধমানের খাগড়াগড় বিস্ফোরণ মামলার রায়ে ৫ আসামিকে বিভিন্ন মেয়াদে কারাদণ্ড দিয়েছেন আদালত গতকাল শুক্রবার কলকাতার নগর দায়রা আদালত তাঁদের এ কারাদণ্ড দেন এর মধ্যে ২ জনকে ৬ বছর এবং ৩ জনকে ৫ বছরের কারাদণ্ডের আদেশ দেন আদালত,anger
,ওয়াও ভাইআমি এইটা নিয়ে ভাবছিলামযাক শেষ পর্যন্ত আপনি ভিডিও করলেনসেদিন বাণিজ্য মেলায় খেলামনরমাল একটা ১৫ টাকার নান ৬০ টাকা রাখছেপুরাই ডাকাতি,surprise
,কুড়িগ্রামের রাজারহাটে অটোরিকশার ধাক্কায় আ বাতেন বিএসসি ৬২ নামের এক মোটরসাইকেল আরোহী নিহত হয়েছেন বৃহস্পতিবার বিকেলে এ ঘটনা ঘটেপুলিশ ও স্থানীয় সূত্রে জানা গেছে উপজেলার নাজিমখাঁন ইউনিয়নের তালতলা গ্রামে রাস্তার মোড়ে একটি অটোরিকশা বিপরীত দিক থেকে আসা মোটরসাইকেল আরোহী আ বাতেনকে ধাক্কা দিয়ে পালিয়ে যায় এলাকাবাসী তাকে উদ্ধার করে পরে আশঙ্কাজনক অবস্থায় রংপুর মেডিকেল কলেজ হাসপাতালে নেয়ার পথে তার মৃত্যু হয়,sadness
,কিসের মার্ভেল কিসের কি দেশী এভেঞ্জারস রক্স  ভাই কি বানাইলেন এইটা অসাধারণ অস্থির ব্যাপক ফাটাফাটি জোস এ এক এপিক সাগা ভালবাসা রইল ,joy
,ফাহমির মনে হয় চুল কাঁটার টাকা নাই আর থাকবেই কেমনে মিথিলা কে নিয়ে রুমে জাওয়া লাগে না ,disgust
,তিনি একজন ডাক্তার সামাজিক দূরত্ব তিন ফুট স্পর্শ contacttouch এগুলো কি বুঝেন না রাজনীতির নেশায় মানুষের সাধারণ জ্ঞান কি লোপ পাই,anger
,এই শেষবেলায় এসে গালাগালিএমন আচরণ এসব কি সে ডিজার্ভ করে,disgust
,এই দৃশ্য দেখে আমার বুক টা ভেঙে গেলোএত্ত কষ্ট পেলাম যা আপনাকে বলে বুঝাতে পারবো নামনে হচ্ছিলো হৃতপিন্ড টা ফেটে যাচ্ছেকিভাবে যে আমি বাসায় ফিরে এসেছি সেটা আমি নিজেও জানি না,sadness
,কয়েক বছর ধরে দেশিবিদেশি বিশেষজ্ঞ ও উন্নয়ন সহযোগীরা বাংলাদেশে দুর্নীতির প্রসারে উদ্বেগ প্রকাশ করে আসছিলেন কিন্তু সরকার তখন আমলে নেয়নি দুর্নীতির সব দায় পূর্বসূরি বিএনপির ওপর চাপিয়ে নিজেদের শুদ্ধতা প্রমাণের চেষ্টা করে আসছিল,anger
,উনিই আমাকে শুধু ভালোবাসতেনযখন বুঝতে শিখি তখন উনি মারা জানভাগ্যটা আমার এতই খারাপ যে কারো ভালোবাসাই আমার কপালে নেই,sadness
,গত বছরের ডিসেম্বরে যুক্তরাষ্ট্রের একটি নেভাল এয়ার স্টেশনে সৌদির এক সামরিক ক্যাডেট নির্বিচারে গুলি ছোড়েন এই গুলিতে হতাহতের ঘটনার পর এখন সৌদির ২১ জন সামরিক ক্যাডেটকে বহিষ্কার করার পদক্ষেপ নিল যুক্তরাষ্ট্র,sadness
,০৮ অক্টোবর ২০১৯ ২১৪৮ আপডেট ০৮ অক্টোবর ২০১৯ ২১৫১ নূরুল ইসলাম ফাইল ছবি নূরুল ইসলাম ফাইল ছবি রেলমন্ত্রী মো নূরুল ইসলাম বলেছেন ১৬ অক্টোবর কুড়িগ্রাম থেকে সরাসরি ঢাকার পথে আন্তনগর ট্রেন চালু হবে এ ট্রেনের নাম প্রস্তাব করা হয়েছে কুড়িগ্রাম এক্সপ্রেস প্রধানমন্ত্রী শেখ হাসিনা ভিডিও কনফারেন্সের মাধ্যমে ট্রেনটির উদ্বোধন ঘোষণা করবেন,joy
,কাবা শরীফের তোআফের মাঠে মানুষ নেইকলিজাটা কেঁপে উঠে ভাবলেই ওমরাহ ও অফ রেখেছে সৌদি সরকার নিরাপত্তার সার্থেএক শহর থেকে অন্য শহরে ঢুকতে দিচ্ছে না কাউকে,sadness
,আকাশ অনেক বড় তবুও সে কাঁদে আর আমি তার তুলনায় কত্ত ছোট আমি ও কাঁদি কিন্তু আকাশের মত কাউকে সিক্ত করতে পারি না পারিনা র্বষার মত অবিরাম ঝরতে মেঘের মত কাউকে আগলে রাখতে না পারি তোমার বিরহে পাশে থাকতে,sadness
,দরজা আটকিয়ে দাঁত ব্রাশ করে মুখে পানি দিচ্ছি হঠাৎই আয়নায় একটা অপরিচিত মুখ দেখলাম এ কে আমি নড়ছি এ ও নড়ছে তবে কি এটা আমার মুখ,surprise
,কিছুক্ষণ আগে লক্ষ্য করলাম কিছু মানুষ বাঙলাদেশের পাসপোর্টে লেখা  ALL COUNTRIES OF THE WORLD EXCEPT ISRAEL লেখাটি শেয়ার করছে অবাক হলাম এই সব মানুষই ৩দিন আগে মানবতা নিয়ে উচ্চবাচ্য করছিলো,surprise
,অনেক সুন্দর ,joy
,গরু পালন করে পুষ্ট পাঁচ গ্রাম দিনাজপুরে এবার আসন্ন ঈদুল আজহায় কোরবানির উপযোগী উৎপাদিত গরু ১ লাখ ১৯ হাজার ৯৬৫টি এর মধ্যে শুধু বীরগঞ্জের ১৬ হাজার ১১৪টি আর শিবরামপুর ইউনিয়নের পাঁচটি গ্রামের গরু ৬ হাজার ৩৬৯টি অর্থাৎ এ উপজেলায় উৎপাদিত মোট গরুর প্রায় ৪০ শতাংশ এই পাঁচ গ্রামের,joy
,শান্তনু আর শর্মিলাদের দেখাদেখি এই রোবোট মেইডকে ঘরে এনে এক যন্ত্রণা হয়েছে শান্তি নেই যন্ত্রের যন্ত্রণা থুড়ি যন্ত্রিনীর যন্ত্রণা,disgust
,ইভ টিজিংয়ের প্রতিবাদ করায় বগুড়ায় বখাটেদের হামলার শিকার হন ঝাঁজর পঞ্চশক্তি উচ্চবিদ্যালয়ের সভাপতি নজরুল ইসলাম হামলার প্রতিবাদে এবং বখাটেদের বিচারের দাবিতে আজ সোমবার বগুড়ার শেরপুর উপজেলার ঝাঁজর সড়কে মানববন্ধন করেছে বিদ্যালয়ের শিক্ষক শিক্ষার্থীরা ছবি সবুজ চৌধুরী আসামি তুফানেরা প্রভাবশালী তাঁদের টাকা আছে ক্ষমতা আছে কারাগারে বসেও তাঁরা থেমে নেই তাঁরা এতই ভয়ংকর যে তাঁদের বিরুদ্ধে কথা বলার সাহস পর্যন্ত পাচ্ছেন না সাক্ষীরা,disgust
,বিভৎস ভাবে হত্যা করে ফেলে রাখা হচ্ছে প্রতিদিন হাঁস মুরগী বিড়াল কুকুর কোন কিছুই রেহাই পাচ্ছেনা এ কী ধরনের উৎপাত শুরু হলো গ্রামে সবার মনেই আতংক,fear
,আমি সারাবছর ভয় পাইসবকিছুকে ভয় পাই,fear
,এইটা পাওয়ার থেকেও বড় যে জিনিসটা সেটা হল এইটুকু এইটুকু মেয়েদের মাথায় কি পরিমাণ ভালোবাসা জমা থাকলে এইরকম চিন্তা আসে এটা ছিল ভালোবাসার থেকেও অনেক বেশি কিছু,joy
,যে শিক্ষা আপনাকে বিনয়ী বানাতে পারে নাসেই শিক্ষা মূল্যহীন কথাটা সেই প্রবাসী ভাইকে বললামআপনি ভিডিও তৈরি করে যান ভাইআপনার যেভাবে ইচ্ছেদিনশেষে আপনি Sabur সেরাদের সেরা একজন,joy
,দুইজনেরই কথা ভীষণ ভালো লাগলো ওনারা খুব ভালো থাকুনসুস্থ থাকুন এই শুভ কামনা রইলোসত্যিকারের ভালোবাসাকে সন্মান করি আমি,joy
,ফুল গুলি সব ঝরে গেছে বাগান আজ শুন্য তোমায় সৃতি মনে হলে লাগে যে বিষন্ন হঠাৎ করে হারিয়ে গেলে অজনা এক দেশে কেমন করে চলে গেলে হাওয়ার সাথে মিশে পাখির গানে ঘুম ভাঙ্গে তোমার ফোনে না প্রতিক্ষার প্রহর শেষে দেখা হল না,sadness
,এই শালারা আনেক মানুষকে ভ্যটের নামে অনেক টাকা হাতিয়ে নেয় আপনার সাংবাদিক কার্ড নাই তো কি হইসে আপনার মতো মানুষ কে এই রকম ব্যাবহার করছেতাহলে আমাদের সাথে কি ব্যাবহার করবে,anger
,ওপাশ থেকে তাঁর মা কাঁদতে কাঁদতে বলতে লাগলো বাবা তুই তাঁড়াতাড়ি তোর ভাইয়াকে নিয়ে বাড়িতে চলে আয় বাড়িতে বড় বিপদ ঘটে গেছে আনিকা মারা গেছে তোরা তাড়াতাড়ি বাড়িতে চলে আয়,sadness
,প্রত্যাশা গুলো এখন আর স্বপ্ন দেখে না অভিযোগ গুলো এখন আর অভিমান করে না কিন্তু কষ্টগুলো ঠিকই লুকিয়ে কাঁদে,sadness
,বালের ছুটি দিয়ে লাভ কি  কেউ ঘরে নাইবালের লক করে দেশের বারোটা বাজাচ্ছে,anger
,ফিসফিস করে কে জেনো তার কানে কথা বলছিলোঅথচ কেউ ছিলো না সেখানেতিনি ভয় পেয়ে যান তারপরোও ভালো ভাবে শোনার চেষ্টা করেন কি বলছেতিনি শুনেই চমকে উঠেন,fear
,লোকটা বলল ধুরো মরা তাতে আমি কী করমু ঘাটে ঘুমাইয়া পড়েন সকালে যাইয়েন,disgust
,এরপর কিছু জায়গায় নায়িকা আর নায়কের ওভার এক্টিং আমাকে খুবই হতাশ করেছে,disgust
,রণবীর কাপুরও মাধুরীর ভক্ত ছোটবেলায় মাধুরীর প্রেমে পড়ার কথা জানিয়েছিলেন তিনি এখনো নাকি প্রায়ই হাবুডুবু খান প্রেমে,surprise
,তার চেয়ে বরং তারাই সুখে থাকুক তাদের সুখের দিন এভাবেই চলতে থাকুক পৃথিবীর সকল খেটে খাওয়া ভালোবাসার কাঙালরা সুখে থাকুক আলহামদুলিল্লাহ,joy
,রাইতের নাগর বলেই খিলখিল শব্দ করে হেসে ফললো সে,joy
,আমি হাসি মুখে কথা বলিসবার সাথে মিশে চলি দুঃখ পেয়ে গোপন রাখি সবাই ভাবে আমি সুখি আসলে সুখি আমি নয়…… আমার জীবন টা সুখের অভিনয়,sadness
,সবচেয়ে ভালোটা হোক তোমার এই কামনা রইলো কোনো সন্দেহ ছাড়াই সুখে থাকো,joy
,কি হল আবার এই বোকা যন্ত্রটার ভ্রুকটি করে বলল মনন  এখন আমি যাই কি ভাবে ,fear
,আমি আর আগের মতো অবাক হই না অবাক হতে পারি নাহয়তো অবাক হওয়ার ক্ষমতা টা নষ্ট হয়ে গিয়েছেমানুষ কারনে অকারনে অবাক হয়মানুষ হওয়ার সুবাধে আমার অবাক হওয়ার প্রয়োজন ছিলো কারন ইন্টার্ভিউ দিতে গিয়ে আমার প্রাক্তন প্রেমিকার সাথে অনেকদিন পর দেখা হয়ে গিয়েছে সে কিন্তু আমার মতো ইন্টার্ভিউ দিতে আসে নি সে স্বয়ং একজন ইন্টার্ভিউয়ার,surprise
,আবার উঠে দাড়ালাম যখন যাত্রী আমার হাতে ১ টাকার একটা কয়েন দিচ্ছিল তখন চোখ দিয়ে কেন যেন কান্না চলে আসলো ঘন্টা খানেক পর হাঠুর ব্যথা আরো তিব্র হতে লাগলো,sadness
,অন্ধকার থেকে একটা ৪৫ বছরের মেয়ে হুট করে আসলোগায়ে দুধের মত সাদা জামা তবে শরীরটা কেমন ঝলসে যাওয়াহাতে একটা আগুনের কুণ্ডলী ভয় পাচ্ছিলাম তবে তাকিয়ে ছিলাম,fear
,এই গ্রুপে ৩০০০ জন আছেন এবং কথা বলছেন মাত্র ৬০ জন  এই নিষ্ক্রিয়তাই বাংলাদেশের সবচেয়ে বড়ো সমস্যা একদল এজন্য ভোট দিচ্ছেন যা আগে বুঝে নিচ্ছেন কোথায় ভোট দিলে উনি জিতবেন অথবা কোনটাতে উনার কোন সমস্যা হবে না একদম ব্যক্তিগত চিন্তা তাই দিন শেষে সক্রিয় ৬০৭০ জনের প্রতি ভালোবাসা অন্ততঃ তারা ভাবছেন জরুরী ভাবে বিষয়টা নিয়ে এই গ্রুপে  ধন্যবাদ এবং কৃতজ্ঞতা সেই জন্য,anger
,সে ধোঁয়া ছাড়তেছিলো সামনের দিকে প্রথমবার চুপ করে ছিলাম২য় বার যখন দেখলাম তখন ঝাঁড়ি না দিয়ে পারি নাই,disgust
,ঢাকার ধামরাইয়ে ট্রাকচাপায় এক নারী পোশাক শ্রমিক নিহত হয়েছেন নিহতের নাম বাসুনা বেগম ৪০সোমবার রাতে উপজেলার ঢুলিভিটা এলাকায় এ দুর্ঘটনা ঘটে,sadness
, বহিষ্কার টা বেশি ইফেক্টিভ বলেইত এই নাটকটা দেখতে হচ্ছেসিনিয়রদেরকে বুঝাইতে আসিয়োনাস্যারদেরকে অবশ্যই এক্সট্রিমভাবে ইরিটেট করা হয়েছে ১৯ ক্যাম্পাসে আসছে ১০দিনও হয়নি আর ওদেরকে তোমরা গৌরিশঙ্কর নিয়ে যাওর‍্যাগিং হইছে কিনা তার জন্যে এর থেকে আর কি প্রমান লাগেস্যাররা প্রটেস্ট না করলেত আজ অন্য কেউ ভিক্টিম হত,anger
,এখানে আসাদুজ্জামান নূর যখন ছাগল চোর এই নামকরণের চেয়ে আসাদুজ্জামান নূর যখন বাদাইম্মা এটা হলে নাম করনের সার্থকতা হতো,anger
,এরা এখনো নানান কুসংস্কারে বিশ্বাস করেই জীবন যাপন করে এরা মুর্খ তাই এরা এইরকম বোকার মতো অদ্ভুত কথা বলছে এইসবই হলো কুসংস্কার,disgust
,প্রায় সব প্রচলিত ধর্মেই শান্তি ও মানবতার কথা বলা হয়েছে যদিও কোনো ধর্মের অতীত ইতিহাসই সে স্বাক্ষ্য দেয় না প্রচলিত প্রায় সকল ধর্মই শক্তি এবং প্রতিশোধ স্পৃহা দিয়েই প্রচার ও প্রসার লাভ করেছে যদিও অধিকাংশ ক্ষেত্রেই গোষ্ঠী কিংবা ব্যক্তির নিজস্ব স্বার্থ উদ্ধারের কাজে ধর্ম ব্যবহ্নত হয়েছে,disgust
,কোথাও বাতাস নেই তার মাঝে শুধু একটা গাছের ডাল জীবন্ত প্রাণীর মতো নড়ছে হুটোপুটি খাচ্ছেভয়ে আতঙ্কে অস্থির হয়ে আমরা একজন আরেকজনকে ধরে কাঁপছি,fear
,কিন্তু স্মৃতির পাতা ঘেঁটে দেখলাম আমি কখনোই চুয়েটের পহেলা বৈশাখ দেখি নি আসলে,surprise
,নতুন করোনাভাইরাসে কোভিড–১৯ বিশ্বজুড়ে আক্রান্তের সংখ্যা ২ লাখ ছাড়িয়েছে মৃতের সংখ্যা এখন পর্যন্ত ৮ হাজারের বেশি ইউরোপে পর্যটক ঢোকায় বিধিনিষেধ আরোপ করা হয়েছে যুক্তরাষ্ট্রের ৫০টি রাজ্যেই ছড়িয়ে পড়েছে করোনাভাইরাস,fear
,কোরেন্টাইনে থেকে একেবারে বোরিং হই গেছিলামবাট তোমার ভিড়িও টা দেখার পর বিনোদনে পুরা ফিট অস্থির ব্রো অস্থির,joy
,দুইটা সিনামা এক করা কেবল আপনার পক্ষেই সম্ভব জোশ ছিলো  বিনোদন পাওয়ার একমাত্র বিশ্বস্ত আশ্রয় কেন্দ্র ,joy
,আরেকটু এগুতে স্পষ্ট দেখলাম জিনিসগুলো  নিজের চোখকে বিশ্বাস করতে পারছিলাম না ,surprise
,মাঝেমধ্যে রাত্রিবেলায় জেনি লুকিয়ে লুকিয়ে আমার বাসায় চলে আসত শুধু এই জন্য যে সে বলত তার ভয় লাগছে,fear
,এইসব মাইয়াগোরে জুতা পেটা করা ভালো সেইম আমার ননদের ক্যারেক্টার জামাই এর টাকা বাচাতে চায় আর বাপের বাড়ির লোকদের শেষ কইরা দেয়,anger
,১৯৮৮ সালে যুক্তরাষ্ট্র ইরান এয়ারের এয়ারবাস বোয়িং ধ্বংস করে ২৯০ জন যাত্রীকে হত্যা করে যুক্তরাষ্ট্র এর দায়দায়িত্ব বা ভুল স্বীকার করেনি বরং হামলাকারী কমান্ডার উইল সি রজার্সকে পুরস্কৃত করে,sadness
,কাঁচা সোনাবরন চম্পাকলি আঙ্গুলে আংটি ভীষণ ভাবে ঝলমল করছে | কেমন যেন ভয় ভয় করছে রহমত মিয়ার |,fear
, বাবু মামা তার বন্ধুটির দিকে তাকিয়ে যা দেখেছিলে তা বলতে বাবু মামা আজও ভয় পান,fear
,দুই তিনটা বাউলি মেরে নিজেরে রাইডার মনেকরা নেহাৎ বোকামি রিস্ক ছাড়া যেখানে সাধারণ ভাবে চালানো যায় সেখানে অযথা রিস্ক নেয়াতে বাহাদুরির কিছু নেই,disgust
,গত জাতীয় নির্বাচনে আমি প্রথম ভোটার হয়েছিলাম ভাগ্যের কি নির্মম পরিহাস জীবনের প্রথম ভোটটি নিজে দিতে পারিনি ওনারা দিয়ে দিয়েছিলো,disgust
,আমি একটা টিউশন নিয়েছিলাম  ৩০০০ টাকা তাকে দিয়েছিলাম  কিন্তু প্রথমদিনই টিউশনটা আর হয়নি  গার্ডিয়ানের ব্যবহার ভালো লাগেনি আমার কাছে  ,sadness
,আপনার চাওয়াটা সহজ হলেও পাওয়াটা এর চেয়েও হাজার গুণ কঠিন,sadness
,ভাভারে ভাভা আমি বাসায় এই দুইটা শব্দ বলতে যে নেকামি টা করলো আল্লাহ মালুম পুরা একটা গরুর রচনা পড়তে গেলে কি করবে,disgust
,নাটোরে সব লুচা আর বাবা গাজা খাওয়া লোক বসবাস করে থাকেএখন অনেকে বলবে আমাকেও পাবনা দিয়ে আসা হোক,disgust
,তাহসান হচ্ছে আবেগ বালাম হচ্ছে অনুভূতি আবেগ অনুভূতি ছাড়া মিলাতে পারি না Love our icon,joy
,জীবনটা একটা যুদ্ধ  পরিশ্রম ছাড়া এই যুদ্ধে জেতা যায় না  আবার শুধু পরিশ্রমেও হয় না ভাগ্য লাগে  অনেক পরিশ্রমের পরেও ভাগ্য মাঝে মাঝে প্রতারণা করে ভাগ্য মাঝে মাঝে অপেক্ষায় রেখে দেয় ,sadness
,কুষ্টিয়ায় ট্রাকচাপায় পারভেজ ২৬ নামে এক মোটরসাইকেল আরোহী নিহত হয়েছেন বলে জানা গেছে মঙ্গলবার সন্ধ্যায় কুষ্টিয়াপাবনা মহাসড়কের তালবাড়িয়া এলাকায় এ দুর্ঘটনা ঘটে নিহত পারভেজ সদর উপজেলার জুগিয়া এলাকার হাফিজুর রহমানের ছেলে কুষ্টিয়ার মিরপুর থানার ওসি আবুল কালাম জানান পেছন দিক থেকে আসা ট্রাক তার মোটরসাইকেলটিকে চাপা দিয়ে পালিয়ে যায় এতে পারভেজ ঘটনাস্থলেই মারা যান,sadness
,ক্লাস ল্যাব পরীক্ষা অ্যাসাইনম্যান্ট  প্রজেক্টের কাজের পাশাপাশি শিক্ষার্থীরা ব্যস্ত থাকে নানা কাজে কিন্তু সেই দৃশ্য হঠাৎই যেনো ম্লান করে দিয়েছে একটি মরণঘাতি ভাইরাস,sadness
