ID,Party,Statement,Source,Category
2746,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,রাজনীতি
2747,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,রাজনীতি
2748,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,পরিবেশ
2749,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,রাজনীতি
2750,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,অর্থনীতি
2751,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,রাজনীতি
2752,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,শিক্ষা
2753,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,রাজনীতি
2754,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,পরিবেশ
2755,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,রাজনীতি
2756,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,স্বাস্থ্য
2757,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,পরিবেশ
2758,বিএনপি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,শিক্ষা
2759,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,রাজনীতি
2760,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,রাজনীতি
2761,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,অর্থনীতি
2762,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,রাজনীতি
2763,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,রাজনীতি
2764,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,অর্থনীতি
2765,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,স্বাস্থ্য
2766,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,শিক্ষা
2767,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,শিক্ষা
2768,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,রাজনীতি
2769,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,পরিবেশ
2770,বিএনপি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,শিক্ষা
2771,জামায়াত,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,অর্থনীতি
2772,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,পরিবেশ
2773,বিএনপি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,পরিবেশ
2774,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,অর্থনীতি
2775,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,রাজনীতি
2776,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,রাজনীতি
2777,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,রাজনীতি
2778,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,শিক্ষা
2779,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,স্বাস্থ্য
2780,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,স্বাস্থ্য
2781,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,রাজনীতি
2782,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,শিক্ষা
2783,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,স্বাস্থ্য
2784,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,শিক্ষা
2785,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,স্বাস্থ্য
2786,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,অর্থনীতি
2787,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,স্বাস্থ্য
2788,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,অর্থনীতি
2789,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,পরিবেশ
2790,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,স্বাস্থ্য
2791,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,ফেসবুক,স্বাস্থ্য
2792,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,অর্থনীতি
2793,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,স্বাস্থ্য
2794,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,রাজনীতি
2795,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,পরিবেশ
2796,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,অর্থনীতি
2797,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,প্রথম আলো,পরিবেশ
2798,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,পরিবেশ
2799,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,অর্থনীতি
2800,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,শিক্ষা
2801,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,প্রথম আলো,রাজনীতি
2802,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,স্বাস্থ্য
2803,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,অর্থনীতি
2804,বিএনপি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,পরিবেশ
2805,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,রাজনীতি
2806,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,শিক্ষা
2807,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,অর্থনীতি
2808,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,স্বাস্থ্য
2809,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,অর্থনীতি
2810,জাতীয় পার্টি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,স্বাস্থ্য
2811,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,পরিবেশ
2812,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,পরিবেশ
2813,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,রাজনীতি
2814,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,পরিবেশ
2815,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,অর্থনীতি
2816,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,অর্থনীতি
2817,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,অর্থনীতি
2818,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,শিক্ষা
2819,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,অর্থনীতি
2820,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,অর্থনীতি
2821,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,অর্থনীতি
2822,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,পরিবেশ
2823,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,অর্থনীতি
2824,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,শিক্ষা
2825,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,অর্থনীতি
2826,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,পরিবেশ
2827,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,পরিবেশ
2828,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,শিক্ষা
2829,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,শিক্ষা
2830,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,অর্থনীতি
2831,জামায়াত,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,শিক্ষা
2832,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,অর্থনীতি
2833,বিএনপি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,প্রথম আলো,শিক্ষা
2834,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,অর্থনীতি
2835,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,রাজনীতি
2836,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,রাজনীতি
2837,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,স্বাস্থ্য
2838,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,পরিবেশ
2839,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,পরিবেশ
2840,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,অর্থনীতি
2841,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,স্বাস্থ্য
2842,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,স্বাস্থ্য
2843,জামায়াত,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,রাজনীতি
2844,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,রাজনীতি
2845,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,অর্থনীতি
2846,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,অর্থনীতি
2847,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,স্বাস্থ্য
2848,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,পরিবেশ
2849,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,রাজনীতি
2850,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,শিক্ষা
2851,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,স্বাস্থ্য
2852,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,রাজনীতি
2853,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,স্বাস্থ্য
2854,জাতীয় পার্টি,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,ফেসবুক,অর্থনীতি
2855,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,অর্থনীতি
2856,জাতীয় পার্টি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,অর্থনীতি
2857,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,রাজনীতি
2858,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,অর্থনীতি
2859,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,শিক্ষা
2860,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,পরিবেশ
2861,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,রাজনীতি
2862,বিএনপি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,রাজনীতি
2863,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,শিক্ষা
2864,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,অর্থনীতি
2865,বিএনপি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,রাজনীতি
2866,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,পরিবেশ
2867,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,অর্থনীতি
2868,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,শিক্ষা
2869,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,শিক্ষা
2870,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,স্বাস্থ্য
2871,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,ফেসবুক,স্বাস্থ্য
2872,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,স্বাস্থ্য
2873,বিএনপি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,জনকণ্ঠ,শিক্ষা
2874,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,স্বাস্থ্য
2875,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,প্রথম আলো,পরিবেশ
2876,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,সময় টিভি,পরিবেশ
2877,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,পরিবেশ
2878,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,ফেসবুক,স্বাস্থ্য
2879,বিএনপি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,অর্থনীতি
2880,জামায়াত,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,রাজনীতি
2881,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,অর্থনীতি
2882,আওয়ামী লীগ,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,জনকণ্ঠ,অর্থনীতি
2883,আওয়ামী লীগ,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,অর্থনীতি
2884,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,শিক্ষা
2885,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,সময় টিভি,স্বাস্থ্য
2886,বিএনপি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,প্রথম আলো,স্বাস্থ্য
2887,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,স্বাস্থ্য
2888,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,অর্থনীতি
2889,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,পরিবেশ
2890,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,প্রথম আলো,পরিবেশ
2891,জাতীয় পার্টি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,সময় টিভি,পরিবেশ
2892,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,ফেসবুক,পরিবেশ
2893,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,সময় টিভি,শিক্ষা
2894,জামায়াত,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,সময় টিভি,পরিবেশ
2895,জাতীয় পার্টি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,স্বাস্থ্য
2896,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,ফেসবুক,স্বাস্থ্য
2897,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,অর্থনীতি
2898,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,স্বাস্থ্য
2899,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,স্বাস্থ্য
2900,বিএনপি,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,স্বাস্থ্য
2901,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,প্রথম আলো,স্বাস্থ্য
2902,জামায়াত,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,পরিবেশ
2903,আওয়ামী লীগ,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,প্রথম আলো,স্বাস্থ্য
2904,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,পরিবেশ
2905,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,স্বাস্থ্য
2906,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,স্বাস্থ্য
2907,বিএনপি,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,পরিবেশ
2908,জাতীয় পার্টি,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,ফেসবুক,পরিবেশ
2909,আওয়ামী লীগ,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,অর্থনীতি
2910,জামায়াত,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,প্রথম আলো,রাজনীতি
2911,জাতীয় পার্টি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,জনকণ্ঠ,শিক্ষা
2912,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,প্রথম আলো,শিক্ষা
2913,আওয়ামী লীগ,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,জনকণ্ঠ,শিক্ষা
2914,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,জনকণ্ঠ,শিক্ষা
2915,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,অর্থনীতি
2916,জামায়াত,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,জনকণ্ঠ,অর্থনীতি
2917,আওয়ামী লীগ,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,প্রথম আলো,স্বাস্থ্য
2918,আওয়ামী লীগ,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,ফেসবুক,পরিবেশ
2919,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,অর্থনীতি
2920,জাতীয় পার্টি,স্বাস্থ্য খাতে দুর্নীতি রোধে কঠোর ব্যবস্থা নেওয়া হবে।,জনকণ্ঠ,স্বাস্থ্য
2921,জামায়াত,দেশের মানুষের মৌলিক অধিকার সুরক্ষিত করার দাবি জানাই।,জনকণ্ঠ,অর্থনীতি
2922,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,সময় টিভি,পরিবেশ
2923,জাতীয় পার্টি,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,ফেসবুক,পরিবেশ
2924,জাতীয় পার্টি,শিক্ষার্থীদের জন্য প্রযুক্তি প্রশিক্ষণ নিশ্চিত করা হবে।,সময় টিভি,পরিবেশ
2925,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,অর্থনীতি
2926,আওয়ামী লীগ,বিরোধী দলের দাবিগুলো সম্পূর্ণ ভিত্তিহীন।,ফেসবুক,পরিবেশ
2927,বিএনপি,প্রবাসী আয়ের প্রবাহ বাড়ানোর উদ্যোগ নেওয়া উচিত।,জনকণ্ঠ,অর্থনীতি
2928,আওয়ামী লীগ,দেশের উন্নয়নে বড় ধরনের প্রকল্প হাতে নেওয়া হয়েছে।,সময় টিভি,রাজনীতি
2929,জামায়াত,পরিবেশ দূষণ রোধে নতুন আইন কার্যকর করতে হবে।,জনকণ্ঠ,পরিবেশ
2930,বিএনপি,বর্তমান সরকারের নীতি দেশের অর্থনীতি ধ্বংস করছে।,সময় টিভি,স্বাস্থ্য
2931,জামায়াত,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,প্রথম আলো,রাজনীতি
2932,আওয়ামী লীগ,শিক্ষা ব্যবস্থা সংস্কারের জন্য বাজেট বৃদ্ধি প্রয়োজন।,সময় টিভি,পরিবেশ
2933,বিএনপি,বেকারত্ব দূর করতে সরকারের পরিকল্পনা অকার্যকর।,ফেসবুক,অর্থনীতি
