cleaned,classes
নিজেকে একবার কল্পনা করুন উইঘুর কাযাখদের জায়গায় কতোটা কষ্ট নিয়ে মারা যাচ্ছে উইঘুররা চিন্তা করুন একবার,sadness
অস্ট্রেলিয়ায় বিশ্বের অন্যতম ভয়ংকর বিষাক্ত ছত্রাকের সন্ধান মিলেছে ফায়ার কোরাল নামের এই ছত্রাক দেখতে ভোজ্য মাশরুমের মতো বৃহস্পতিবার এ তথ্য প্রকাশ করেছেন দেশটির জেমস কুক ইউনিভার্সিটির একদল গবেষক ,fear
গাড়ির ইন্জিন হঠাৎ বন্ধ হয়ে গেল  গাড়ি আবার চলছে এমন সময় মামা লুকিং গ্লাসের দিকে তাকিয়ে দেখে মহিলাটার মাথাহীন দেহ ,fear
ধান্দাবাজ সব গুলো বিচারক টাকা নিয়ে ভাব মারাইতে আসছে কি হয়ে গেছে এমনফাজিল সব,anger
সুফিয়া আপুর একটা ফুটফুটে পুত্র সন্তার হয়েছে মা ও ছেলে সুস্থ আছে যারা রক্ত দিয়েছে এবং দিতে চেয়েছে তাদের অনেক ধন্যবাদ আল্লাহ তাদেরও এমন ফুটফুটে বাচ্চা দিক,joy
ভয়ংকর ব্যাপার হচ্ছে এখন কারো নিউমোনিয়া কিংবা সাধারণ সর্দি কাশি হলেও ডাক্তাররা চিকিৎসা করান না সাধারণ জনগনও রোগীকে সাহায্যের জন্য এগিয়ে যান না সুতরাং সামান্য নিউমোনিয়াতেও মানুষের মৃত্যু প্রায় অবধারিত,fear
কলিমদ্দি এগিয়ে আসল সেই বলল সবকিছু সাধুর ভয়ানক আচরণ আর হুমকির কথা শুনে শোভনের মুখও কালো হয়ে গেল,fear
আমার বন্ধু যখন বউ লইয়া আমার চোখের সামনে দিয়া হাইট্টা যায়ফাইট্টা যায় ছিড়া যায় জোড়া লাগানোর কোনো কদরুত নাই,sadness
একসময় সে বললঃ তোমাদের মত এত কিছু কেউ জানতে চায়না সবাই ছবি তুলে চলে যায় তোমাদের আগ্রহ দেখে ভালো লাগল,joy
একদিন রাতে আমার ঘুম ভাঙ্গার পর দেখি ফারিয়া নাই আমার পাশে আমি উঠে বসতেই দেখি ও দাড়ায় আছে বিছানার সামনে চোখ ২ টা লাল জ্বল জ্বল করে জ্বলছে আমি ভয়ে ভয়ে বললাম চলে যাও তুমি,fear
কেন যে মানুষ এই রায়হানের জন্য এতো পাগল বুঝলাম নাবাবা খায়া লাইভে আইসা পাগলের মতো নাচে অশ্লীল অঙ্গভঙ্গি করে এগুলাই নাকি মানুষ পছন্দ করে ভাইরাল করেকতোটা বিকৃত রুচির হয়ে যাচ্ছি আমরা দিন দিন,disgust
হালা এটা না কি গান😃😂মুখে এসব কি লাগানো ১৬ মিনিটের সোর্ট ফিল্মের লাস্ট মুহূর্তে যেগুলা ফেলে দেয় অইগুলা মনে হচ্ছেআর এটা ডিম না কি তর বিচি🥺,disgust
ওর এমন অনায্য দাবী শুনে আমি যেন আকাশ থেকে পড়লাম সাথে সাথে তির্ব প্রতিবাদ করে বললাম এটা তোর খুব বাড়াবাড়ি হয়ে যাচ্ছে,anger
একটা মানুষের প্রশ্ন থাকতেই পারে  সম্মান দিয়ে উত্তর দেন ব্যবহারে বংশের পরিচয় ভূলে গেলে চলবে না,disgust
পিঁয়াজের মূল্য ২০০২৫০ টাকা কেজি এই হঠাৎ মূল্যবৃদ্ধির একটি কারণ হলো ভারত আমাদের দেশে পিয়াজ রপ্তানি বন্ধ করে দিয়েছে আজ যদি ভারত চাল রপ্তানি বন্ধ করে তাহলে চালের দাম কত হবে একটু ভেবে দেখুন,sadness
করোনাভাইরাস ছড়িয়ে পড়ার আতঙ্কে যুক্তরাষ্ট্রের সান ফ্রান্সিসকোতে আগামী মার্চ মাসে অনুষ্ঠেয় মার্কেটিং সম্মেলন বাতিল করেছে ফেসবুক কর্তৃপক্ষ,sadness
২০২০ সালএখনো ফেভারিট রয়ে গেলো এই কমেন্ট টা স্মৃতি হিসেবে রয়ে যাবে যদি বেঁচে থাকি তাহলে এই গান বার বার শুনবো আর এই কমেন্ট টা রয়ে যাবে স্মৃতির অগোচরে ভালোবাসা রইলো আপনার প্রতি দাদা অসাধারণ কন্ঠ আপনার ,joy
সারাদিন আমাকে গালাগালি করতে থাকা এই ছেলে টা কে আমি একদম দেখতে পারি না,disgust
প্রত্যেকেই বিস্ময়ে স্তম্ভিত হয়ে গেল কেউ কল্পনা করতে পেরেছিল যখন জেতা তার হাতের মুঠোয় এবং আইনগত সব সিদ্ধান্তও তার পক্ষে তখন সে নিজেই নিজের ভুল ধরিয়ে হেরে যাবে,surprise
সবার গন্তব্যস্থল এক হয় না সেই গন্তব্যস্থলে যাওয়ার রাস্তাটাও এক হয় না একই গন্তব্য দিয়ে সবাইকে জাজ করবেন না অনুগ্রহ করে জিজ্ঞেস করেও বিব্রত করবেন না,disgust
ছি ছি ছি গায়ে পিঠে শতেক আঁচিল নাক কান নিয়ে গেলো চিল,disgust
যদি কারো জীবনে করে আসা খারাপ কাজগুলো তোমাকে কষ্ট দেয়অবশ্যই মানুষটিকে তুমি ভালবাসো,sadness
বুদ্ধিমানের মতো কাজ করেছেন বিয়ের মতো একটা ফালতু কাজের পেছনে ৫০ হাজার টাকা অপচয় কম হলো অভিনন্দন,joy
মৃত্যু এসে যখন মাথায় হাত রাখে তখন বাদশাহ ফকির উভয়েই সমান হয়ে যায় কাউকে পার্থক্য করা যায় না,sadness
এর চাইতেও উচিৎ আর কোন উত্তর হয়না  রেসপেক্ট প্রিয় হুমায়ুন ফরিদী স্যার ,joy
অপ্রতিরোধ্য কালো ধোঁয়া চোখে জ্বলুনি ধরিয়ে দিচ্ছে প্রতিবেশি স্বর্না ভাবী মাজহার ভাই আর তাদের দুইপুত্রও সিঁড়ি পেরিয়ে নিচে নামার চেষ্টায় কিন্তু তারাও নিরুপায়,sadness
ট্রোজান যুদ্ধের কাহিনী আগাগোড়াই আলেকজান্ডারের জানা রয়েছে এমনকি ইলিয়াডও সবসময় সাথে রাখেন অ্যাকিলিস আর প্যাট্রোক্লাসের স্মরণে শ্রদ্ধা জানিয়ে ফুল রেখে সম্মান জানিয়ে চলে আসলেন দুজন,sadness
নিজেকে খ্যাতনামা করতে গিয়ে চাইলে আপনি নিজেকে সস্তা থেকে সস্তাতর করে তুলতে পারেন সেটা আপনার ব্যক্তিগত রুচি  কিন্তু বাঙালির ঐতিহ্য আর সংস্কৃতিকে বিকৃত করবেন না,anger
আস্তে করে উঠে দাড়ালামতবে এবার বেগতিক ভাবে চিৎকার করছিসাথে কাঁদছি সাদা কাপর সরে গেছে তবে ভিতরে আরও ধবধবে সাদা রঙ এর মানূষ,fear
জীবনে একটা দারুন স্বপ্ন ছিল শুরু না হতেই ভেংঙ্গে গেল একটা আশার প্রদিপ ছিল জ্বলতে গিয়েই নিভে গেল একটা প্রিয় মানুষ ছিল পাওয়ার আগেই হারিয়ে গেল,sadness
প্রশ্ন ফাঁসের কোনো কথা উঠলেগুজব হলেও তখন সেটার ধাক্কা চুয়েটের উপর দিয়ে কিছুটা হলেও যাবে এখন পর্যন্ত চুয়েটে প্রশ্ন ফাঁসের কোনো তকমা লাগেনি এই স্বচ্ছ সিস্টেমটাকে কলুষিত করার জন্য সমন্বিত ভর্তির মত মোক্ষম কোনো অস্ত্র আর নেই,anger
মাদক মামলায় যুবলীগ নেতা আরমানকে আদালতে নেওয়া হয়েছে এদিকে আরেক যুবলীগ নেতা সম্রাটকে আদালতে নেওয়ার কথা থাকলেও শারীরিকভাবে অসুস্থ হওয়ায় তাকে আদালতে নেওয়া যাচ্ছে না বলে আদালতে প্রতিবেদন দিয়েছে কারা কর্তৃপক্ষ এ সময় সুস্থতা সাপেক্ষে সম্রাটকে রিমান্ড ও শোন অ্যারেস্টের শুনানি ও মাদক মামলায় আরমানকে গ্রেফতার দেখানোর নির্দেশ দেয় আদালত,disgust
বিশাল আকৃতির জন্তুর মত একটা লোক মন্দিরের সামনে দাড়িয়ে আছেকিন্ত ঐ জিনিসটার নজর কালামের বাসার জানালার দিকেআর ঐ জানালার সামনে রোজ রাতে নিলুফা বসে থাকেভয়ে আতকে ওঠে কালাম,fear
 জাপানের দুই নাগরিক বাংলাদেশ ও বাংলা ভাষাকে অনেক ভালোবাসে কিন্তু আমরা বাংলার সন্তান হয়ে কখনই বাংলা ভাষা এবং বাংলাদেশকে ভালবাসতে শিখিনি,sadness
তুই ও এই পোলার মত একটা টিকটক কর লাল শার্টসবুজ প্যান্টলাল জুতা তরে আরো সেরা লাগব,joy
আজ সারেগামাপা অসাধারণ এক ঘটনা দেখাল স্টেজে সৌম্য গান গাইছে লেগেছে লেগেছে আগুন… আর সেই সৌম্য ই আবার অন্যান্য প্রতিযোগিদের সাথে দাঁড়িয়ে হাততালি দিচ্ছে এক ই সাথে দুজন সৌম্য সবাই কত্ত কত্ত কত্ত আনন্দ পাচ্ছে আর একে অপরকে সাপোর্ট করছে,joy
গরিবী ক্যামেরায় ছবি তুলতে বিরক্ত লাগছে তার ওপর জানালার কাঁচ অ্যান্টি রিফ্লেকটিভ না মেজাজ খারাপ হতে লাগল,disgust
ছাদের এ মাথা  ও মাথা বেশ ভাল করে দেখলাম কেউ নেই  আমি বেশ অবাক হলাম  তা হলে শব্দ করলো কে ,surprise
কিন্তু কিছুদিন পর ওনার পিছনেও মানুষ লাগবে বাংলাদেশে সৎ মানুষের দাম নাই ,disgust
বালিয়াকান্দি মডেল সরকারি প্রাথমিক বিদ্যালয়ের সহকারী শিক্ষক শাহীন আল মাসুদ ঘটনার সত্যতা নিশ্চিত করে বলেন দুই শিক্ষার্থী দুটি ইভেন্টে দেশসেরা খেলোয়াড়ের তালিকায় নাম লিখে বালিয়াকান্দি উপজেলার সুনাম বয়ে এনেছে,joy
আমি ২৫ বছর ধরে মাইগ্রেনের ব্যাথায় কষ্ট পেয়েছি কিন্তু কাউকেই তা জানাইনি ২০ বছর আগে আমার এক চোখ নষ্ট হয়ে গিয়েছিলো এটার ব্যাপারেও আমি কাউকে জানাইনি,sadness
হঠাৎ গায়ের ওপর কারো গরম নিঃশ্বাস পড়ায় ঘুম ভেঙে গেলো তপু নিষ্পলক দৃষ্টিতে আমার ওপর ঝুকে আছে একদম ঠান্ডা সে চাহনি আমি ভয়ে পিছিয়ে গিয়ে বললাম তুই এসময় এখানে,fear
বর্তমানে কিশোর বাচ্চাদের দিয়ে সন্ত্রাসীরা চুরি ডাকাতিখুনখারাপি করিয়ে থাকে এটা সবাই যানেবাচ্চা হোক আর বুড়ো হোক অন্যায়কে পস্রয় দেওয়া উচিৎ নয় তবে বাচ্চাদের এভাবে না বেঁধে পুলিশকে খবর দেওয়া উচিৎ ,disgust
হিন্দুকুশ পর্বত কিংবা সাহারা মরুভূমি সবকিছুর চেয়ে এই ইন্দু নদীই তাদের কাছে বেশি ভয়ঙ্কর মনে হচ্ছিলো,fear
ভাল থাকুক পৃথিবীতে বেচে থাকা প্রতিটা বোন নিরাপদে থাক ভাই বোনের এত প্রেম আর এত ভালবাসা,joy
বাসের অন্য তিন জনের ততক্ষণে কাহিল অবস্থা ভয়ে যেন সিটের সাথে আটকে গিয়েছে নড়াচড়া করতে পারছে না,fear
বাংলাদেশে যত সৃষ্টিশীল মানুষ আছে এদের মধ্যে ফাহমি ভাইকে অন্যতম মনে করতাম ভাবতাম একটু পাগল টাইপ তবে আসলেই ভাল মনের মানুষ,joy
মেডিক্যালের সিনিয়র ভাইরা জিগেস করতো  কত করে নিবিমেহদী অবাক হয়ে উত্তর দিতো  মানে কিসের কত করে নিবো,surprise
বাংলাদেশ ছোট্ট টাইগার টিমকে ❤ শেষ পর্যন্ত ভারতের দাদাদের কে বাঁশ দেওয়ার জন্য মিনি টাইগারদের ধন্যবাদ  জানাই,joy
আমরা কোন অভাগা জাতি যে অসুস্থতা নিয়েও ফায়দা লুটে ব্যাবসা করতে চাই কেন ভাবছি না এই অসুখটা আমারও হতে পারে কেন ধরেই নিচ্ছি অন্য সবার হবে আর আমি টাকা কামাবো হায় আপসোস,sadness
ম্যাচের আগে অশ্বিনকে আটকে রেখেছিল প্রতিপক্ষ দলের তিনচার সমর্থক তাঁর আঙুল ফেলে দেওয়ার হুমকিও দেওয়া হয়েছিল,disgust
বাংলাদেশের জনগণ করুণা ভাইরাস নিয়ে টেনসনে আছে ভাত খাইত ভাত পাইতেছে না চোদনার পোলা রা আছে সোনা নিয়া,disgust
বিরক্ত আমি নিয়ত সাজিয়ে ফুলের তোড়া শ্মশানে ঝরে রক্ত আর অশ্রুজল সান্তা ফে স্কুলে,disgust
প্রতিবেশী দেখতে কিংবা চালচলনে একটু ভিন্ন হলে তাকে নিয়ে মনে আসে নানা ভয় আছে অশরীরী কোনো কিছুর প্রতি ভয়,fear
জ্ঞান ফিরার পর নিজেকে নিজেকে আবিষ্কার করি এক অন্ধকার প্রকোষ্ঠে পুরো ঘরে কোনো জানালা নেইএকটি মাত্র প্রবেশপথসেটাও বাহির থেকে তালাবদ্ধ,fear
হঠাৎ বিদ্যুত্ চমকে উঠল আকাশে  জানলাটার দিকে চোখ পড়তেই আঁতকে উঠল বাচ্চু  ওমা ,surprise
ভালোবাসাটা অন্যায় নয় কিন্তু ভালোবাসার নামে অভিনয় করাটা অন্যায়,sadness
প্রিয় এলামনাইরা আই ই বির নির্বাচনি প্রচারনার পাশাপাশি আল্লাহর ওয়াস্তে সমন্বিত ভর্তি নিয়ে কিছু বলেন আমার কেন জানি মনে হচ্ছে বুয়েট ও চবির মত চুয়েট প্রশাসন সীদ্ধান্ত নিতে পারবেনা,sadness
তুমি হাসলে সবাই তোমার সাথে হাসবে কিন্তু তুমি কাঁদলে কেউ তোমারসাথে কাঁদবেনা মানুষকে কাঁদতে হয় একা একা,sadness
সবচেয়ে ভয়াল হচ্ছে কোন কিছু ঘটছে না নির্দিষ্ট দৃশ্যে কিন্তু আপনি তবু ভয় পাবেন,fear
টেলিভিশন নাটকে অভিনয়ের পাশাপাশি সিনেমায় অভিনয় করে হাততালি যেমন পেয়েছে তেমনি অর্জন করেছেন সম্মাননাও দেশের জনপ্রিয় এই অভিনয়শিল্পী এবার সিনেমায় অভিনয় করতে দেশের সীমানা পেরিয়ে বাইরে যাচ্ছেন,surprise
এমন সময় একটা রিং বেজে উঠলো তপু ফোন ধরে হা হয়ে রইলো ওর চোখেমুখে আতংক নেমে এলো আমার দিকে তাকিয়ে বড় খতমের দুআ বিরবির করে পড়তে লাগলো,fear
বাবা খায়া লাইভে আইসা পাগলের মতো নাচে অশ্লীল অঙ্গভঙ্গি করে এগুলাই নাকি মানুষ পছন্দ করে ভাইরাল করে😑কতোটা বিকৃত রুচির হয়ে যাচ্ছি আমরা দিন দিন😐,disgust
খুব সুন্দর এগিয়ে যাও বন্ধু অনেক শুভকামনা তোর জন্য,joy
অনেক গুলো রাত পার হয়ে গেলো তোমার সাথে কথা বলি না বাট এমন কোন রাত বাকি নেই যে তোমার কথা ভাবিনি,sadness
রুমিন ফারহানার বক্তব্য আওয়ামী লীগের বুকে  আগুন ধরিয়ে দেয় খুশিতেঠেলায়,joy
থেকে থেকে প্রচন্ড জোরে চিৎকার করছি আর অবিরাম কাঁদছি শক্তি সঞ্চয় করলাম উঠে দাঁড়ানোর জন্যপালাতে চাই আর পারছি নাকিছু চেষ্টার পর অবশেষে উঠে দাঁড়িয়েছি,sadness
দেশের প্রাকৃতিক গ্যাস রপ্তানি নয় বিদেশ থেকে এনে প্রক্রিয়াজাতের পরে তা ভারতে রপ্তানি করা হবে বলে জানিয়েছেন পররাষ্ট্রমন্ত্রী এ কে আব্দুল মোমেন সিলেটে আন্তর্জাতিক স্টেডিয়ামের আউটার স্টেডিয়ামের নির্মাণকাজ পরিদর্শন শেষে আজ মঙ্গলবার দুপুরে সাংবাদিকদের প্রশ্নের জবাবে পররাষ্ট্রমন্ত্রী এ কথা বলেন,joy
এত কস্ট পেলাম বুক টা ভেঙে যাচ্ছে আহারে সন্তান কত কষ্ট করেই না ওদের কে মানুষ করলো ,sadness
আজকালকার বাবা মায়েদের কাছে সন্তানের চাইতে সার্টিফিকেট নামক কাগজ গুলার মূল্য অনেক বেশি লজ্জাজনক,disgust
সাহিত্যের সাথে টাকা পয়সার নাগপাশ লেনদেন হয় এ আমার জানা ছিলো না তাই বলে প্রকাশকদের টাকার প্রয়োজন তা আমি বলতে চাচ্ছি নাকি রেখে যাচ্ছেন ভবিষ্যৎ প্রজন্মের জন্য কি ছাপাচ্ছেন তা কি পড়ে দেখার ও প্রয়োজন বোধ করছেন না,sadness
এই ব্যাকগ্রাউন্ড মিউজিকটা এত সুন্দর এত সুন্দর আর শর্টফিল্মটা নিয়ে নতুন কিছু বলার তো নাই 😍,joy
ঘটনাটা আমাদের এলাকার এক বড় ভাইয়ের উনার নাম ছিল শিপন তার ঘটনাটা আমারকাছে খুব ভয়ানক লেগেছে,fear
কর্মীর সঙ্গে প্রেমের সম্পর্ক গড়ে তোলার কারণে ফাস্ট ফুডের বিশ্ব বিখ্যাত চেইন ম্যাকডোনাল্ডস তাদের প্রধান নির্বাহী কর্মকর্তাকে সিইও বরখাস্ত করেছে এ ব্যাপারে মার্কিন এই ফাস্ট ফুড জায়ান্ট জানিয়েছে সম্পর্কটি দুজনের সম্মতিতে হলেও সিইও স্টিভ ইস্টারব্রুক প্রতিষ্ঠানের নীতি ভঙ্গ করেছেন এবং সিদ্ধান্ত গ্রহণে অদক্ষতার পরিচয় দিয়েছেন,anger
মানিব্যাগ বের করবলক্ষ্য করলাম দোকানী আমার চোখের দিকে সরাসরি তাকিয়ে আছে সবচেয়ে বড় ধাক্কা খেলাম যখন বুঝলাম চেষ্টা থাকা সত্বেও আমি মানিব্যাগ বের করতে পারছিনা আমার ভয় লাগা শুরু হল,fear
ভালবাসা বুঝি শুধু কষ্ট দিতেই জানে তোমাকে ছাড়া যে আমার নিশ্বাস নিতেও কষ্ট হয়,sadness
কথা হইল এই কুত্তামারা মেকাপভরা মুখের ঢং দেখব নাকি কি বলতেছে তা শুনব এ নিয়া ভাবতে ভাবতে আমার ডিপ্রেশনে যাওয়ার অবস্থা হয়া গেছে,disgust
ছবি যা হাজারো কথা বলে ছবিটা শেয়ার এর সময় নিজের ও মন খারাপ লাগছিলো,sadness
ছোট বেলা থেকেই তাদের অবহেলায় বড় হয়েছিঅনেক কেদেছি ঘর বসেকেন আমিও আম্মুর সাথে চলে গেলাম নাকেন আম্মু আমাকে একা ফেলে রেখে চলে গেলেআমি কি এতই খারাপ যে কারো ভালোবাসা পাওয়ার যোগ্য নাকেন আমি মরে গেলাম নাভাইয়াও মাঝে মাঝে বলে কেন আমি মারা যাই না,sadness
একজন সাংবাদিক অন্যায় করলে অন্যরা তার দায় নেন না একজন জজ দোষ করলে তার দায় সকর্মীরা নেন না একজন পুলিশ অপরাধ করলে তার দায় ডিপার্টমেন্ট নেয় না তাহলে বিএমএ কেন কিছু ডাক্তারের অপরাধের দায় নিচ্ছে অপরাধীর সাথে যোগ দিয়েছে,disgust
কুয়েট থেকে যেদিন চলে আসি সেদিন তাই অতগুলো মানুষ দেখে অবাক হয়ে গিয়েছিলাম নিজেকে সবার চোখে অদৃশ্য ভাবতে শুরু করা আমি শেষ মূহুর্তে যে এতো ভালোবাসা পাবো ধারনা করিনি কখনো,surprise
এক বিজ্ঞপ্তিতে গ্রামীণফোন জানায় বাংলাদেশের স্বাধীনতার এই অনবদ্য দলিল সব বাঙালিসহ সারা বিশ্বের মানুষের কাছে এক অনুপ্রেরণা হয়ে আছে,joy
কক্সবাজারের কুতুবদিয়া উপজেলায় দুই স্কুলছাত্রকে অচেতন করে ধর্ষণের অভিযোগ উঠেছে এ ঘটনায় আওয়ামী লীগের নেতা শেখ শহিদুল ইসলাম ৪৮ ও তাঁর দোকানের কর্মচারী মোহাম্মদ নওশাদকে ২২ আটক করেছে পুলিশ,disgust
প্লাস দিয়ে টাইনা হেতের বত্রিশটা দাঁত যদি খুলে ফেলতে পারতাম তাহলে আমার শান্তি লাগতো শালা বলদের বলদ,anger
করোনা চিকিৎসায় চট্টগ্রামের অবস্থা ঢাল নেই তলোয়ার নেই নিধিরাম সর্দারের মতো দেশের দ্বিতীয় বৃহত্তম নগরী হলেও হাসপাতালে নেই আইসিইউ এবং ভেন্টিলেটর সুবিধা,anger
আপনার কি খাইয়া দাইয়া কাজ নাই এই ফালতু শোতে টাকা খরচ করবে কেন মানুষের ভালো কওছু চোখে পরে না,anger
সাভারের গণস্বাস্থ্য সমাজভিত্তিক মেডিকেল কলেজ হাসপাতালে হাজির হয়েছিলেন সন্ধানী গণস্বাস্থ্য সমাজভিত্তিক মেডিকেল কলেজ ইউনিটের সদস্যরা তাঁদের হাতে ছিল ভালোবাসার লাল গোলাপ আর মুখে হৃদয়ছোঁয়া হাসি হাসপাতালের বিভিন্ন ওয়ার্ডে প্রতিটি বেডে ভালোবাসার বার্তা পৌছে দিয়েছেন তাঁরা,joy
ভাইরাসের সংক্রমণে চীনে মৃতের সংখ্যা ৫০ ছাড়িয়েছে,sadness
রাজস্থানের থর মরুভূমির পোখরান টেস্ট রেঞ্জে পারমাণবিক বোমার পরীক্ষা চালায় ভারত যার সাংকেতিক নাম ছিল স্মাইলিং বুদ্ধ ভারতের পারমাণবিক শক্তিধর দেশ হওয়ার খবর পাকিস্তানের কাছে ছিল একইসাথে অস্বস্তিকর ও উদ্বেগজনক ,fear
এলার্মের শব্দে ঘুম ভাঙলো উঠে অযু করে নামাজ পড়ে নিলাম সকালটা আমার বড্ড ভালো লাগেএ সময় পুরো প্রকৃতি শান্ত থাকে সাথে হিমেল হাওয়াআর কচি ঘাসের ওপর হেটে চলা অসাধারন অনুভূতি,joy
বাকিরা যে এখনই বিয়ে করতেছে এটাই আমি ভাবতে পারতেছি নাআমার নিজের তো থাক আর নাই বললামআর আপনার বিয়ে খাইতে পারলেই হবে,surprise
তোমরা যেটিকে ওয়াজ মনে করো রাজাকার সাঈদীর দালাল আজহারী সেটিকে লাভজনক ব্যবসা মনে করে আর সে ব্যবসার সামান্য নমুনা মাত্র ৫ কোটি টাকার গাড়ি কিনেছে আজহারী,disgust
ওইদিকে নাসিম রে হ্যাট্রিক দিয়ে বসে আছে  শান্ত বাদ দিলাম  তাইজুল মাহমুদুল্লাহ  হুয়াই😡😡,anger
এই মাগি পতিতা নির্লজ্জ স্পিকারকে মাননীয় বলবেন না আপু ও এটার জ্যগ না  আওয়ামীলীগের এমপি মানে কুত্তা গুলা এমন ঘেউ ঘেউ করে কেন ওদের কি পাছায় কেউ গরম রড ঢুকাইছে,anger
আজ সন্ধ্যায় আইডিবির পাশে থেকে আমার সব চেয়ে প্রিয় ফোন টা চুরি হয়ে গেছে আগের নাম্বারে আপাদত কিছুদিন আমাকে পাওয়া যাবে নাহ,sadness
কিন্তু তার এই স্বপ্ন পূরণ হওয়ার আগেই ঝামেলা শুরু হলো রাভি নদীর কাছে পৌঁছাতেই মেসিডোনিয়ানরা অস্বীকৃতি জানালো তারা আর সামনে যাবে না,disgust
আমি চমকে উঠিকেননা ঠিকরে আসা চোখ আমার দিকে তাকায়,surprise
এজন্য দায়ী আওয়ামী লীগের সরকার এরা বারবার বলেছে আমরা করোনার চেয়েও শক্তিশালী এত সময় পেয়েও ওবায়দুল কাদের সাহেব আঙ্গুল চুষছিল নাকি সামনে যত বড় বড় কথা বলে শালারা,anger
এরপর ওখানে আর বসার অবস্থা থাকবে না  এটারে সবাই মেজ্জাইন্যা বাড়ি বানায় ফেলবে৷ আর ওরা চাপ সামলাতে না পেরে মানের দিকে আর খেয়াল রাখবে নাএরপর শুরু হবে নেগেটিভ রিভিউ,anger
বাঞ্চোদ খাবে কি তোর বাড়ার মাথাসুয়োরের বাচ্ছা আগে গরীবদের খাওয়ার ব্যাবস্থা কর তারপর বলবি সচেতন থাকতে,anger
আসিফ যখন কবরে নেমে তার বাবার লাশটা মাটিতে রাখে তখন এক অন্যরকম গায়ে শিহরণ আনা অদ্ভুত অনুভূতি তাকে গ্রাস করতে থাকে,fear
চেহারার ঘা থেকে পুজ গড়িয়ে পড়ছিলো ওর চোখ দুইটা জ্বলজ্বল করছিলো এতো ভয়ংকর চেহারা কারো থাকতে পারে জানা ছিলোনা,fear
তবে আলেকজান্ডার এই দ্বন্দ্ব মীমাংসা করার মতো অবস্থায় ছিলেন না হেফাস্টিওনের শোকে পাথর আলেকজান্ডার টানা দুদিন ধরে হেফাস্টিওনের মৃতদেহ আঁকড়ে ধরে পড়ে রইলেন,sadness
আমি তোমার নিরাময় ছিলাম আর তুমি আমার রোগ হয়েছ আমি তোমাকে বাঁচিয়ে ছিলাম তুমি আমাকে হত্যা করেছো,sadness
ঘুম থেকে উঠে ফেইসবুক এ এমন একটা খবর দেখে খুব খারাপ লাগলযদিও প্রতিদিনই মৃত্যু দেখিডেথ সারটিফিকেট লিখতে খারাপ লাগেতারপর ও 😥😥,sadness
কুকুরের মতো দেখতে প্রাণীটার সাইজ ছিলো প্রায় বড় একটা নেপালী গরুর দেহের সমান দেখতে খুবই ভয় এবং জঘন্য লাগছিলো এই প্রাণী দেখেই সবাই আতঙ্কিত হয়ে বলতে লাগলো এটা লাওহেস,fear
আস্তে আস্তে আমি মামাবাড়ি থেকে ফিরে আসি কিন্তু সেই স্মৃতি আমাকে এখনো ভয় পাওয়ায়,fear
আলেকজান্ডার সবকিছুই জিতেছেন তার সৈন্যদের ধৈর্য ছাড়া,sadness
খুব জানতে ইচ্ছে করে তুমি কি সেই আগের মতই আছ নাকি অনেকখানি বদলে গেছ খুব জানতে ইচ্ছে করে,sadness
তুমি এমন মিথ্যে স্বপ্নের সাগর যে সাগরে প্রতিরাতে ডুব দিয়ে নিজেকে হারিয়ে ফেলি,sadness
টানা দুই দিন বড় দরপতনের পর আজ শেয়ারবাজারে সূচকের প্রবণতা ঊর্ধ্বমুখী আজ বুধবার সকাল সাড়ে ১০টায় লেনদেন শুরুর পর প্রথম আধা ঘণ্টায় দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জের ডিএসই প্রধান সূচক ডিএসইএক্স বেড়েছে ৮৩ পয়েন্ট আধা ঘন্টায় লেনদেনের পরিমাণ ৪৫ কোটি ৫৮ লাখ টাকা,joy
রাতের বেলা সুরেষ আর ফারুক স্টেশন থেকে বাড়ির পথে হাঁটছে  এসময় চৌধুরীদের কলা বাগানের পথ ধরে যাওয়ার সময়  হঠাৎ থমকে দাঁড়াল তারা ,surprise
দেখি মা ভাইয়া দিদি দাড়িয়ে আছে মার কান্না কান্না চেহারা দিদি ভাইয়া থ হয়ে দাড়িয়ে,fear
লাভ কী সেই মুসলিম বিদ্বেষী স্টোরী ইন্ডিয়ানরা টপিক একটাই চিনে,disgust
আমি এ দৃশ্য দেখে কাঁপতে শুরু করলাম মনে হচ্ছিলো ভয়ে এক্ষুণি বেরিয়ে আসবে আমার প্রাণ,fear
 ভয়ের ব্যাপার নিয়ে বই বা কোনো আর্টিকেল পড়ি বুঝতে পারলাম আমার মতো আরো অনেকে একই ব্যাপারে ভয় পায় ,fear
মুখে শুধু বড় বড় কথা সব প্রস্তুতি আছে করোনা মোকাবেলা করবেএখন দেখা যাচ্ছে তার উল্টো আর কয় দিন তাদেরকে খুঁজে ও পাওয়া যাবে না যত্রতত্র চাপাবাজি,disgust
গতকাল সন্ধ্যায় সেন্ট্রাল মসজিদের সামনে থেকে একটা ডেল ল্যাপটপের ব্যাগ হারিয়ে গিয়েছেব্যাগে surveying এর কিছু বই ছিল,sadness
হে আল্লাহ তোমার ইজ্জতের কসম যে কেহ এই জাহান্নামের ভয়ংকর অবস্থার কথা শুনবে সে কখনও উহাতে প্রবেশ করবে না,fear
